volgnr;SG;ADR;ZIEKTEISEI_1;CAT_dataset;label;drug;T01_affects;T01_augments;T01_bindswith;T01_bringsabout;T01_causes;T01_coexistswith;T01_complicates;T01_consumptioncontrolledby;T01_contains;T01_controlstransportof;T01_convertsto;T01_disrupts;T01_doesnotaffect;T01_doesnotaugment;T01_doesnotcause;T01_doesnotcoexistwith;T01_doesnotcomplicate;T01_doesnotconvertto;T01_doesnotdisrupt;T01_doesnotinhibit;T01_doesnotinteractwith;T01_doesnotpredispose;T01_doesnotprevent;T01_doesnotproduce;T01_doesnotstimulate;T01_doesnottreat;T01_doesnotuse;T01_exhibits;T01_indicates;T01_inhibits;T01_interactswith;T01_isa;T01_isadministeredto;T01_isassociatedwith;T01_isclassifiedas;T01_iscomparedwith;T01_isderivativeof;T01_isfunctionallyrelatedto;T01_ishigherthan;T01_isingredientof;T01_islocationof;T01_islowerthan;T01_ismanifestationof;T01_ismodifiedby;T01_isnota;T01_isnotadministeredto;T01_isnotassociatedwith;T01_isnothigherthan;T01_isnotlocationof;T01_isnotlowerthan;T01_isnotpartof;T01_isnotprocessof;T01_isnotthesameas;T01_isparentof;T01_ispartof;T01_isprocessof;T01_isthesameas;T01_istributaryof;T01_manages;T01_precedes;T01_predisposes;T01_prevents;T01_produces;T01_stimulates;T01_targets;T01_traverses;T01_treats;T01_uses;T12_affects;T12_augments;T12_bringsabout;T12_causes;T12_coexistswith;T12_complicates;T12_diagnoses;T12_disrupts;T12_doesnotaffect;T12_doesnotaugment;T12_doesnotcause;T12_doesnotcoexistwith;T12_doesnotcomplicate;T12_doesnotdisrupt;T12_doesnotoccurin;T12_doesnotprecede;T12_doesnotpredispose;T12_doesnotprevent;T12_doesnotproduce;T12_doesnottreat;T12_geneproductisbiomarkertype;T12_geneproductmalfunction;T12_geneproductvariantcauses;T12_geneproductvariantresultsinabnormal;T12_indicates;T12_inhibits;T12_isa;T12_isadministeredto;T12_isassociatedwith;T12_isconceptuallyrelatedto;T12_isfunctionallyrelatedto;T12_islocatedat;T12_islocationof;T12_ismanifestationof;T12_isnota;T12_isnotassociatedwith;T12_isnotlocationof;T12_isnotmanifestationof;T12_isnotprocessof;T12_isparentof;T12_isprocessof;T12_measures;T12_occursin;T12_ortholog;T12_precedes;T12_predisposes;T12_prevents;T12_produces;T12_treats
3078;3;4;trainingf105;1;NEG;tirofiban;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;0;16;19;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0
3250;3;6;trainingf105;1;NEG;tirofiban;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;7;18;3;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;7;6;0;0;0
3422;3;7;trainingf105;1;NEG;tirofiban;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;1;0;11;18;4;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1;5;0;0;0
3594;3;8;trainingf105;1;NEG;tirofiban;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;11;12;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
2563;3;1;trainingf105;1;POS;tizanidine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2735;3;2;trainingf105;1;POS;tizanidine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2907;3;3;trainingf105;1;POS;tizanidine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3079;3;4;trainingf105;1;POS;tizanidine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3251;3;6;trainingf105;1;POS;tizanidine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
3423;3;7;trainingf105;1;POS;tizanidine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3595;3;8;trainingf105;1;POS;tizanidine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2564;3;1;trainingf105;1;POS;tolcapone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;4;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2736;3;2;trainingf105;1;POS;tolcapone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;3;7;2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0
2908;3;3;trainingf105;1;POS;tolcapone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;4;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0
3080;3;4;trainingf105;1;POS;tolcapone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;4;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
3252;3;6;trainingf105;1;POS;tolcapone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;5;12;1;0;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0
3424;3;7;trainingf105;1;POS;tolcapone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;5;7;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0
3596;3;8;trainingf105;1;POS;tolcapone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
2565;3;1;trainingf105;1;NEG;tolterodine;4;0;0;6;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;1;6;0;0;13;12;1;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1
2737;3;2;trainingf105;1;NEG;tolterodine;8;0;0;10;5;0;0;0;0;0;0;3;2;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;15;1;16;2;0;25;41;7;0;0;2;0;6;7;0;0;0;3;4;0;0;1;0;0;0;0;0;0;3;0;10;0;0;0;0;4;3;1;0;0;0;0;0;0;0;0;13;18;0;0;1
2909;3;3;trainingf105;1;NEG;tolterodine;5;0;0;9;3;0;0;0;0;0;0;4;1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;16;1;8;1;0;26;28;7;0;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;3;13;1;0;1
3081;3;4;trainingf105;1;NEG;tolterodine;6;0;0;11;3;0;0;0;0;0;0;3;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;1;12;0;0;9;26;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;15;2;0;0;0;0;2;0;0;0;0;5;6;1;0;1
3253;3;6;trainingf105;1;NEG;tolterodine;9;0;0;18;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;15;2;10;0;0;22;33;2;0;0;0;0;4;4;0;0;0;0;2;0;0;1;0;0;0;0;0;0;6;0;12;0;0;0;0;9;3;3;0;0;0;0;0;0;0;0;6;12;0;0;2
3425;3;7;trainingf105;1;NEG;tolterodine;6;0;0;4;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;12;2;10;2;0;20;21;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;6;2;1;0;0;0;0;0;0;0;0;1;7;0;0;2
3597;3;8;trainingf105;1;NEG;tolterodine;4;0;0;3;3;0;0;0;0;0;0;3;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;1;7;0;0;10;18;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;4;3;1;0;1
2567;3;1;trainingf105;1;NEG;topotecan;21;4;0;27;10;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;0;0;1;0;0;5;0;0;16;0;0;0;34;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;64;0;13;2;0;45;64;11;0;0;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;59;0;0;0;0;0;1;0;0;0;0;5;6;0;0;0
2739;3;2;trainingf105;1;NEG;topotecan;15;4;0;24;10;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;0;0;1;0;0;8;0;0;12;0;0;0;18;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;39;0;26;3;0;37;86;15;0;0;4;0;8;9;0;0;0;2;4;0;0;0;0;0;0;0;0;0;6;0;10;0;0;0;0;5;2;1;0;1;0;0;0;0;0;0;25;24;0;0;0
2911;3;3;trainingf105;1;NEG;topotecan;17;3;0;34;12;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;0;0;1;0;0;9;0;0;18;0;0;0;32;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;60;0;23;3;0;67;105;32;0;0;2;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;29;3;1;0;1;0;3;1;0;1;0;15;29;0;0;0
3083;3;4;trainingf105;1;NEG;topotecan;12;3;0;27;8;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0;1;0;0;3;0;0;11;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;21;0;19;0;0;19;45;0;0;0;2;0;3;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;34;4;0;0;0;0;2;1;0;0;0;16;16;0;0;0
3255;3;6;trainingf105;1;NEG;topotecan;37;8;0;69;25;0;0;0;0;0;0;11;8;6;0;0;0;0;1;0;0;0;2;0;0;17;0;0;43;0;0;0;95;17;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;168;0;44;4;0;82;181;30;0;0;10;2;8;21;1;0;0;1;5;0;0;0;0;0;0;0;0;0;29;0;22;0;0;0;0;192;9;3;0;0;0;7;0;0;0;0;44;45;0;0;0
3427;3;7;trainingf105;1;NEG;topotecan;28;7;0;39;23;0;0;0;0;0;0;8;5;3;1;0;0;0;0;0;0;0;3;0;0;8;0;0;27;0;0;0;58;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;87;0;40;5;0;87;143;18;0;0;3;0;5;13;0;0;0;0;3;0;0;0;0;0;0;0;0;0;24;0;4;0;0;0;0;69;5;1;0;0;0;8;0;0;0;0;28;28;0;0;0
3599;3;8;trainingf105;1;NEG;topotecan;9;3;0;21;3;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;7;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;25;0;15;0;0;25;48;15;0;0;1;0;3;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;9;0;0;0;1;0;0;0;0;0;0;11;7;0;0;0
2569;3;1;trainingf105;1;POS;troglitazone;33;7;0;11;45;0;1;0;0;0;0;12;5;0;3;0;0;0;1;0;0;0;1;0;0;2;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;0;0;0;0;52;0;20;1;0;49;61;10;0;0;3;0;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;58;2;0;0;0;0;2;0;0;0;0;9;10;0;0;0
2741;3;2;trainingf105;1;POS;troglitazone;25;6;0;8;21;0;1;0;0;0;0;14;5;0;2;0;0;0;1;0;0;0;1;0;0;2;0;0;0;2;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;28;0;0;0;0;48;0;53;13;0;57;123;26;0;0;7;1;4;17;1;0;0;11;4;0;0;0;0;0;0;0;0;0;9;0;6;0;0;0;0;8;3;0;0;1;0;1;0;0;0;0;65;50;0;0;0
2913;3;3;trainingf105;1;POS;troglitazone;23;4;0;6;27;0;1;0;0;0;0;14;4;0;2;0;0;0;1;0;0;0;1;0;0;3;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;0;0;0;0;42;0;31;6;0;63;107;28;0;0;6;0;2;12;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;25;1;0;0;1;0;0;0;0;1;0;18;32;0;0;0
3085;3;4;trainingf105;1;POS;troglitazone;18;1;0;8;15;0;1;0;0;0;0;6;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;26;0;20;0;0;18;51;1;0;0;2;0;3;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;19;1;0;0;0;0;0;0;0;0;0;18;6;0;0;0
3257;3;6;trainingf105;1;POS;troglitazone;27;9;0;13;29;0;1;0;0;0;0;21;4;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;25;0;0;0;0;54;0;22;1;0;37;85;10;0;0;5;1;2;11;1;0;0;0;2;0;0;0;0;0;0;0;0;0;12;0;4;0;0;0;0;30;5;0;0;0;0;0;0;0;0;0;13;18;0;0;0
3429;3;7;trainingf105;1;POS;troglitazone;28;5;0;10;36;0;1;0;0;0;0;17;7;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;26;0;0;0;0;40;0;20;3;0;52;73;11;0;0;1;0;2;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;2;0;0;0;0;20;3;0;0;0;0;2;0;0;0;0;14;14;0;0;0
3601;3;8;trainingf105;1;POS;troglitazone;16;2;0;5;19;0;1;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16;0;0;0;0;29;0;13;0;0;19;48;15;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;8;9;0;0;0
2570;3;1;trainingf105;1;POS;trovafloxacin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
2742;3;2;trainingf105;1;POS;trovafloxacin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;5;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0
2914;3;3;trainingf105;1;POS;trovafloxacin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;2;0;0;5;8;7;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0
3086;3;4;trainingf105;1;POS;trovafloxacin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
3258;3;6;trainingf105;1;POS;trovafloxacin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;4;4;0;11;15;8;0;0;2;1;2;7;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0
3430;3;7;trainingf105;1;POS;trovafloxacin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;5;6;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0
3602;3;8;trainingf105;1;POS;trovafloxacin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;4;8;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2576;3;1;trainingf105;1;POS;voriconazole;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;13;2;0;37;49;17;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;74;1;0;0;0;0;2;0;0;0;0;8;9;0;0;0
2748;3;2;trainingf105;1;POS;voriconazole;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;30;5;0;42;85;28;0;0;5;0;7;16;1;0;0;2;4;0;0;0;0;0;0;0;0;0;1;0;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;40;28;0;0;0
2920;3;3;trainingf105;1;POS;voriconazole;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;0;1;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;17;3;0;55;122;43;0;0;3;0;2;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;0;40;2;1;0;1;0;5;0;0;0;0;27;32;0;0;0
